Estado,Bibliotecas e ferramentas,Área de Atuação,Horas de Estudo,Conforto com Dados,Experiência de Python,Experiência de SQL,Experiência de Cloud
Amapá,"Git, streamlit, postgres",Analista de Dados,5-10,Confortável,2,4,6
